Year,Month,Day,Period,Sum of Demand_Sum,Sum of DST,Sum of TCQ
2023,November,7,37,7114,6591.343001053213,522.656998946787
2023,November,7,38,7113,6576.000487855156,536.9995121448441
2023,November,7,39,7093,6536.785293871169,556.214706128831
2023,November,7,40,7041,6482.978880147368,558.0211198526321
2023,November,7,41,6996,6438.395470959327,557.604529040673
2023,November,7,42,6952,6397.728611562715,554.2713884372849
2023,November,7,43,6862,6311.369841550614,550.630158449386
2023,November,7,44,6734,6193.975123073803,540.024876926197
2023,November,7,45,6576,6053.266810813527,522.733189186473
2023,November,7,46,6432,5931.076990829113,500.923009170887
2023,November,7,47,6292,5817.655230344967,474.344769655033
2023,November,7,48,6093,5658.017098403396,434.982901596604
2023,November,8,1,5899,5473.7862370813655,425.213762918635
2023,November,8,2,5783,5379.779822639136,403.220177360864
2023,November,8,3,5758,5370.176880387975,387.823119612025
2023,November,8,4,5709,5332.227235338723,376.772764661277
2023,November,8,5,5674,5305.7600969477135,368.239903052287
2023,November,8,6,5633,5270.797200795596,362.202799204404
2023,November,8,7,5593,5234.746363386767,358.253636613233
2023,November,8,8,5577,5221.692895711341,355.307104288659
2023,November,8,9,5549,5193.446250319088,355.553749680912
2023,November,8,10,5588,5230.71927648244,357.28072351756
2023,November,8,11,5667,5297.763908964693,369.23609103530697
2023,November,8,12,5825,5438.712609620562,386.287390379438
2023,November,8,13,6038,5622.634250974632,415.365749025368
2023,November,8,14,6196,5761.986006451093,434.01399354890697
2023,November,8,15,6356,5913.448797725973,442.551202274027
2023,November,8,16,6551,6106.1752987482705,444.82470125172995
2023,November,8,17,6728,6274.875528080911,453.124471919089
2023,November,8,18,6801,6337.100167420722,463.899832579278
2023,November,8,19,6810,6333.007950644245,476.992049355755
2023,November,8,20,6805,6321.529308073067,483.470691926933
2023,November,8,21,6808,6313.153389756247,494.846610243753
2023,November,8,22,6896,6395.657665774262,500.342334225738
2023,November,8,23,6876,6371.747726998143,504.25227300185696
2023,November,8,24,6835,6332.360735127974,502.639264872026
2023,November,8,25,6899,6400.850051840823,498.149948159177
2023,November,8,26,7025,6529.628928011159,495.371071988841
2023,November,8,27,7106,6607.732394648505,498.267605351495
2023,November,8,28,7010,6509.206734429557,500.793265570443
2023,November,8,29,6930,6424.270092340466,505.72990765953404
2023,November,8,30,7032,6527.606994458235,504.39300554176504
2023,November,8,31,7158,6653.4052882697815,504.594711730218
2023,November,8,32,7220,6715.12108664473,504.87891335527
2023,November,8,33,7243,6734.764770923872,508.235229076128
2023,November,8,34,7239,6726.9249276137525,512.0750723862479
2023,November,8,35,7215,6697.931274165573,517.068725834427
2023,November,8,36,7098,6577.666447423212,520.333552576788
2023,November,8,37,7061,6538.343001053213,522.656998946787
2023,November,8,38,7068,6531.000487855156,536.9995121448441
2023,November,8,39,7066,6509.785293871169,556.214706128831
2023,November,8,40,7047,6488.978880147368,558.0211198526321
2023,November,8,41,7046,6488.395470959327,557.604529040673
2023,November,8,42,6998,6443.728611562715,554.2713884372849
2023,November,8,43,6933,6382.369841550614,550.630158449386
2023,November,8,44,6814,6273.975123073803,540.024876926197
2023,November,8,45,6649,6126.266810813527,522.733189186473
2023,November,8,46,6459,5958.076990829113,500.923009170887
2023,November,8,47,6308,5833.655230344967,474.344769655033
2023,November,8,48,6117,5682.017098403396,434.982901596604
2023,November,9,1,5905,5479.7862370813655,425.213762918635
2023,November,9,2,5793,5389.779822639136,403.220177360864
2023,November,9,3,5775,5387.176880387975,387.823119612025
2023,November,9,4,5740,5363.227235338723,376.772764661277
2023,November,9,5,5704,5335.7600969477135,368.239903052287
2023,November,9,6,5664,5301.797200795596,362.202799204404
2023,November,9,7,5612,5253.746363386767,358.253636613233
2023,November,9,8,5581,5225.692895711341,355.307104288659
2023,November,9,9,5570,5214.446250319088,355.553749680912
2023,November,9,10,5575,5217.71927648244,357.28072351756
2023,November,9,11,5677,5307.763908964693,369.23609103530697
2023,November,9,12,5844,5457.712609620562,386.287390379438
2023,November,9,13,6052,5636.634250974632,415.365749025368
2023,November,9,14,6216,5781.986006451093,434.01399354890697
2023,November,9,15,6381,5938.448797725973,442.551202274027
2023,November,9,16,6572,6127.1752987482705,444.82470125172995
2023,November,9,17,6705,6251.875528080911,453.124471919089
2023,November,9,18,6766,6302.100167420722,463.899832579278
2023,November,9,19,6796,6319.007950644245,476.992049355755
2023,November,9,20,6833,6349.529308073067,483.470691926933
2023,November,9,21,6884,6389.153389756247,494.846610243753
2023,November,9,22,6895,6394.657665774262,500.342334225738
2023,November,9,23,6917,6412.747726998143,504.25227300185696
2023,November,9,24,6959,6456.360735127974,502.639264872026
2023,November,9,25,6971,6472.850051840823,498.149948159177
2023,November,9,26,7004,6508.628928011159,495.371071988841
2023,November,9,27,7087,6588.732394648505,498.267605351495
2023,November,9,28,6955,6454.206734429557,500.793265570443
2023,November,9,29,6858,6352.270092340466,505.72990765953404
2023,November,9,30,6979,6474.606994458235,504.39300554176504
2023,November,9,31,7149,6644.4052882697815,504.594711730218
2023,November,9,32,7276,6771.12108664473,504.87891335527
2023,November,9,33,7254,6745.764770923872,508.235229076128
2023,November,9,34,7204,6691.9249276137525,512.0750723862479
2023,November,9,35,7082,6564.931274165573,517.068725834427
2023,November,9,36,6986,6465.666447423212,520.333552576788
2023,November,9,37,6967,6444.343001053213,522.656998946787
2023,November,9,38,6973,6436.000487855156,536.9995121448441
2023,November,9,39,6989,6432.785293871169,556.214706128831
2023,November,9,40,6995,6436.978880147368,558.0211198526321
2023,November,9,41,6980,6422.395470959327,557.604529040673
2023,November,9,42,6918,6363.728611562715,554.2713884372849
2023,November,9,43,6833,6282.369841550614,550.630158449386
2023,November,9,44,6707,6166.975123073803,540.024876926197
2023,November,9,45,6564,6041.266810813527,522.733189186473
2023,November,9,46,6425,5924.076990829113,500.923009170887
2023,November,9,47,6276,5801.655230344967,474.344769655033
2023,November,9,48,6082,5647.017098403396,434.982901596604
2023,November,10,1,5902,5476.7862370813655,425.213762918635
2023,November,10,2,5796,5392.779822639136,403.220177360864
2023,November,10,3,5758,5370.176880387975,387.823119612025
2023,November,10,4,5712,5335.227235338723,376.772764661277
2023,November,10,5,5685,5316.7600969477135,368.239903052287
2023,November,10,6,5632,5269.797200795596,362.202799204404
2023,November,10,7,5604,5245.746363386767,358.253636613233
2023,November,10,8,5563,5207.692895711341,355.307104288659
2023,November,10,9,5563,5207.446250319088,355.553749680912
2023,November,10,10,5585,5227.71927648244,357.28072351756
2023,November,10,11,5677,5307.763908964693,369.23609103530697
2023,November,10,12,5841,5454.712609620562,386.287390379438
2023,November,10,13,6025,5609.634250974632,415.365749025368
2023,November,10,14,6191,5756.986006451093,434.01399354890697
2023,November,10,15,6344,5901.448797725973,442.551202274027
2023,November,10,16,6522,6077.1752987482705,444.82470125172995
2023,November,10,17,6674,6220.875528080911,453.124471919089
2023,November,10,18,6749,6285.100167420722,463.899832579278
2023,November,10,19,6788,6311.007950644245,476.992049355755
2023,November,10,20,6822,6338.529308073067,483.470691926933
2023,November,10,21,6872,6377.153389756247,494.846610243753
2023,November,10,22,6865,6364.657665774262,500.342334225738
2023,November,10,23,6853,6348.747726998143,504.25227300185696
2023,November,10,24,6826,6323.360735127974,502.639264872026
2023,November,10,25,6809,6310.850051840823,498.149948159177
2023,November,10,26,6849,6353.628928011159,495.371071988841
2023,November,10,27,6961,6462.732394648505,498.267605351495
2023,November,10,28,7095,6594.206734429557,500.793265570443
2023,November,10,29,7140,6634.270092340466,505.72990765953404
2023,November,10,30,7184,6679.606994458235,504.39300554176504
2023,November,10,31,7135,6630.4052882697815,504.594711730218
2023,November,10,32,7185,6680.12108664473,504.87891335527
2023,November,10,33,7159,6650.764770923872,508.235229076128
2023,November,10,34,7123,6610.9249276137525,512.0750723862479
2023,November,10,35,7092,6574.931274165573,517.068725834427
2023,November,10,36,7029,6508.666447423212,520.333552576788
2023,November,10,37,6967,6444.343001053213,522.656998946787
2023,November,10,38,6940,6403.000487855156,536.9995121448441
2023,November,10,39,6931,6374.785293871169,556.214706128831
2023,November,10,40,6913,6354.978880147368,558.0211198526321
2023,November,10,41,6877,6319.395470959327,557.604529040673
2023,November,10,42,6843,6288.728611562715,554.2713884372849
2023,November,10,43,6756,6205.369841550614,550.630158449386
2023,November,10,44,6632,6091.975123073803,540.024876926197
2023,November,10,45,6485,5962.266810813527,522.733189186473
2023,November,10,46,6348,5847.076990829113,500.923009170887
2023,November,10,47,6217,5742.655230344967,474.344769655033
2023,November,10,48,6114,5679.017098403396,434.982901596604
2023,November,11,1,6095,5639.546543168269,455.45345683173105
2023,November,11,2,6026,5590.172675255817,435.827324744183
2023,November,11,3,5873,5452.75492449396,420.24507550604
2023,November,11,4,5750,5343.600362762648,406.399637237352
2023,November,11,5,5694,5298.708083062657,395.29191693734305
2023,November,11,6,5645,5258.607056789106,386.39294321089403
2023,November,11,7,5595,5215.346786093946,379.65321390605396
2023,November,11,8,5569,5194.622596762757,374.377403237243
2023,November,11,9,5525,5153.383271313988,371.616728686012
2023,November,11,10,5497,5127.006851365,369.993148635
2023,November,11,11,5532,5158.752642622136,373.24735737786403
2023,November,11,12,5597,5221.430147798697,375.569852201303
2023,November,11,13,5693,5309.603569809531,383.396430190469
2023,November,11,14,5754,5362.422102454054,391.57789754594603
2023,November,11,15,5808,5403.416810440304,404.583189559696
2023,November,11,16,5901,5483.566426858952,417.43357314104804
2023,November,11,17,6023,5583.155628974746,439.844371025254
2023,November,11,18,6119,5660.882189264108,458.11781073589196
2023,November,11,19,6181,5703.685603935983,477.31439606401705
2023,November,11,20,6246,5756.843369993985,489.156630006015
2023,November,11,21,6262,5759.496994896671,502.50300510332903
2023,November,11,22,6230,5722.704339457523,507.295660542477
2023,November,11,23,6226,5714.592492190481,511.407507809519
2023,November,11,24,6193,5682.173617061171,510.826382938829
2023,November,11,25,6154,5647.367235028596,506.632764971404
2023,November,11,26,6160,5657.779684194197,502.220315805803
2023,November,11,27,6162,5661.3138629061195,500.68613709388
2023,November,11,28,6175,5674.75110497068,500.24889502931995
2023,November,11,29,6176,5676.7556656231845,499.244334376815
2023,November,11,30,6144,5648.661194646202,495.33880535379797
2023,November,11,31,6161,5663.507414537905,497.492585462095
2023,November,11,32,6243,5743.64780201841,499.35219798159
2023,November,11,33,6276,5774.869248868571,501.130751131429
2023,November,11,34,6290,5789.025709295282,500.974290704718
2023,November,11,35,6343,5837.698134818689,505.301865181311
2023,November,11,36,6383,5876.021463628876,506.978536371124
2023,November,11,37,6444,5931.7044281111175,512.295571888882
2023,November,11,38,6548,6021.193248948449,526.8067510515509
2023,November,11,39,6594,6051.9682817345165,542.031718265484
2023,November,11,40,6605,6061.279323923056,543.720676076944
2023,November,11,41,6608,6066.386738201242,541.6132617987579
2023,November,11,42,6603,6062.157497377091,540.842502622909
2023,November,11,43,6590,6049.066932042266,540.933067957734
2023,November,11,44,6500,5965.554914936202,534.445085063798
2023,November,11,45,6404,5883.128721866846,520.871278133154
2023,November,11,46,6308,5803.432874793182,504.567125206818
2023,November,11,47,6205,5720.569871675528,484.430128324472
2023,November,11,48,6120,5664.670993712267,455.32900628773297
2023,November,12,1,6005,5549.546543168269,455.45345683173105
2023,November,12,2,5899,5463.172675255817,435.827324744183
2023,November,12,3,5794,5373.75492449396,420.24507550604
2023,November,12,4,5738,5331.600362762648,406.399637237352
2023,November,12,5,5682,5286.708083062657,395.29191693734305
2023,November,12,6,5618,5231.607056789106,386.39294321089403
2023,November,12,7,5573,5193.346786093946,379.65321390605396
2023,November,12,8,5534,5159.622596762757,374.377403237243
2023,November,12,9,5501,5129.383271313988,371.616728686012
2023,November,12,10,5465,5095.006851365,369.993148635
2023,November,12,11,5496,5122.752642622136,373.24735737786403
2023,November,12,12,5549,5173.430147798697,375.569852201303
2023,November,12,13,5601,5217.603569809531,383.396430190469
2023,November,12,14,5631,5239.422102454054,391.57789754594603
2023,November,12,15,5634,5229.416810440304,404.583189559696
2023,November,12,16,5668,5250.566426858952,417.43357314104804
2023,November,12,17,5723,5283.155628974746,439.844371025254
2023,November,12,18,5770,5311.882189264108,458.11781073589196
2023,November,12,19,5815,5337.685603935983,477.31439606401705
2023,November,12,20,5861,5371.843369993985,489.156630006015
2023,November,12,21,5916,5413.496994896671,502.50300510332903
2023,November,12,22,5972,5464.704339457523,507.295660542477
2023,November,12,23,6026,5514.592492190481,511.407507809519
2023,November,12,24,5986,5475.173617061171,510.826382938829
2023,November,12,25,5829,5322.367235028596,506.632764971404
2023,November,12,26,5718,5215.779684194197,502.220315805803
2023,November,12,27,5771,5270.3138629061195,500.68613709388
2023,November,12,28,5879,5378.75110497068,500.24889502931995
2023,November,12,29,5933,5433.7556656231845,499.244334376815
2023,November,12,30,5950,5454.661194646202,495.33880535379797
2023,November,12,31,5957,5459.507414537905,497.492585462095
2023,November,12,32,6035,5535.64780201841,499.35219798159
2023,November,12,33,6129,5627.869248868571,501.130751131429
2023,November,12,34,6171,5670.025709295282,500.974290704718
2023,November,12,35,6204,5698.698134818689,505.301865181311
2023,November,12,36,6306,5799.021463628876,506.978536371124
2023,November,12,37,6390,5877.7044281111175,512.295571888882
2023,November,12,38,6473,5946.193248948449,526.8067510515509
2023,November,12,39,6524,5981.9682817345165,542.031718265484
2023,November,12,40,6510,5966.279323923056,543.720676076944
2023,November,12,41,6495,5953.386738201242,541.6132617987579
2023,November,12,42,6489,5948.157497377091,540.842502622909
2023,November,12,43,6475,5934.066932042266,540.933067957734
2023,November,12,44,6372,5837.554914936202,534.445085063798
2023,November,12,45,6246,5725.128721866846,520.871278133154
2023,November,12,46,6127,5622.432874793182,504.567125206818
2023,November,12,47,6030,5545.569871675528,484.430128324472
2023,November,12,48,5937,5481.670993712267,455.32900628773297
2023,November,13,1,5850,5424.7862370813655,425.213762918635
2023,November,13,2,5743,5339.779822639136,403.220177360864
2023,November,13,3,5589,5201.176880387975,387.823119612025
2023,November,13,4,5393,5016.227235338723,376.772764661277
2023,November,13,5,5284,4915.7600969477135,368.239903052287
2023,November,13,6,5299,4936.797200795596,362.202799204404
2023,November,13,7,5359,5000.746363386767,358.253636613233
2023,November,13,8,5332,4976.692895711341,355.307104288659
2023,November,13,9,5322,4966.446250319088,355.553749680912
2023,November,13,10,5314,4956.71927648244,357.28072351756
2023,November,13,11,5342,4972.763908964693,369.23609103530697
2023,November,13,12,5416,5029.712609620562,386.287390379438
2023,November,13,13,5484,5068.634250974632,415.365749025368
2023,November,13,14,5523,5088.986006451093,434.01399354890697
2023,November,13,15,5553,5110.448797725973,442.551202274027
2023,November,13,16,5663,5218.1752987482705,444.82470125172995
2023,November,13,17,5770,5316.875528080911,453.124471919089
2023,November,13,18,5863,5399.100167420722,463.899832579278
2023,November,13,19,5917,5440.007950644245,476.992049355755
2023,November,13,20,5973,5489.529308073067,483.470691926933
2023,November,13,21,5999,5504.153389756247,494.846610243753
2023,November,13,22,6007,5506.657665774262,500.342334225738
2023,November,13,23,6001,5496.747726998143,504.25227300185696
2023,November,13,24,5964,5461.360735127974,502.639264872026
2023,November,13,25,5966,5467.850051840823,498.149948159177
2023,November,13,26,5995,5499.628928011159,495.371071988841
2023,November,13,27,6091,5592.732394648505,498.267605351495
2023,November,13,28,6142,5641.206734429557,500.793265570443
2023,November,13,29,6224,5718.270092340466,505.72990765953404
2023,November,13,30,6251,5746.606994458235,504.39300554176504
2023,November,13,31,6218,5713.4052882697815,504.594711730218
2023,November,13,32,6141,5636.12108664473,504.87891335527
2023,November,13,33,6084,5575.764770923872,508.235229076128
2023,November,13,34,6107,5594.9249276137525,512.0750723862479
2023,November,13,35,6257,5739.931274165573,517.068725834427
2023,November,13,36,6407,5886.666447423212,520.333552576788
2023,November,13,37,6463,5940.343001053213,522.656998946787
2023,November,13,38,6520,5983.000487855156,536.9995121448441
2023,November,13,39,6562,6005.785293871169,556.214706128831
2023,November,13,40,6605,6046.978880147368,558.0211198526321
2023,November,13,41,6600,6042.395470959327,557.604529040673
2023,November,13,42,6574,6019.728611562715,554.2713884372849
2023,November,13,43,6538,5987.369841550614,550.630158449386
2023,November,13,44,6508,5967.975123073803,540.024876926197
2023,November,13,45,6458,5935.266810813527,522.733189186473
2023,November,13,46,6367,5866.076990829113,500.923009170887
2023,November,13,47,6205,5730.655230344967,474.344769655033
2023,November,13,48,6107,5672.017098403396,434.982901596604
2023,November,14,1,5956,5530.7862370813655,425.213762918635
2023,November,14,2,5823,5419.779822639136,403.220177360864
2023,November,14,3,5693,5305.176880387975,387.823119612025
2023,November,14,4,5647,5270.227235338723,376.772764661277
2023,November,14,5,5618,5249.7600969477135,368.239903052287
2023,November,14,6,5574,5211.797200795596,362.202799204404
2023,November,14,7,5519,5160.746363386767,358.253636613233
2023,November,14,8,5497,5141.692895711341,355.307104288659
2023,November,14,9,5494,5138.446250319088,355.553749680912
2023,November,14,10,5531,5173.71927648244,357.28072351756
2023,November,14,11,5599,5229.763908964693,369.23609103530697
2023,November,14,12,5759,5372.712609620562,386.287390379438
2023,November,14,13,5959,5543.634250974632,415.365749025368
2023,November,14,14,6133,5698.986006451093,434.01399354890697
2023,November,14,15,6343,5900.448797725973,442.551202274027
2023,November,14,16,6545,6100.1752987482705,444.82470125172995
2023,November,14,17,6672,6218.875528080911,453.124471919089
2023,November,14,18,6720,6256.100167420722,463.899832579278
2023,November,14,19,6858,6381.007950644245,476.992049355755
2023,November,14,20,6897,6413.529308073067,483.470691926933
2023,November,14,21,6932,6437.153389756247,494.846610243753
2023,November,14,22,6969,6468.657665774262,500.342334225738
2023,November,14,23,6986,6481.747726998143,504.25227300185696
2023,November,14,24,6956,6453.360735127974,502.639264872026
2023,November,14,25,6912,6413.850051840823,498.149948159177
2023,November,14,26,6918,6422.628928011159,495.371071988841
2023,November,14,27,7018,6519.732394648505,498.267605351495
2023,November,14,28,7138,6637.206734429557,500.793265570443
2023,November,14,29,7079,6573.270092340466,505.72990765953404
2023,November,14,30,7047,6542.606994458235,504.39300554176504
2023,November,14,31,7109,6604.4052882697815,504.594711730218
2023,November,14,32,7136,6631.12108664473,504.87891335527
2023,November,14,33,7152,6643.764770923872,508.235229076128
2023,November,14,34,7136,6623.9249276137525,512.0750723862479
2023,November,14,35,7091,6573.931274165573,517.068725834427
2023,November,14,36,6989,6468.666447423212,520.333552576788
2023,November,14,37,6918,6395.343001053213,522.656998946787
2023,November,14,38,6924,6387.000487855156,536.9995121448441
2023,November,14,39,6922,6365.785293871169,556.214706128831
2023,November,14,40,6909,6350.978880147368,558.0211198526321
2023,November,14,41,6888,6330.395470959327,557.604529040673
2023,November,14,42,6842,6287.728611562715,554.2713884372849
2023,November,14,43,6755,6204.369841550614,550.630158449386
2023,November,14,44,6620,6079.975123073803,540.024876926197
2023,November,14,45,6466,5943.266810813527,522.733189186473
2023,November,14,46,6321,5820.076990829113,500.923009170887
2023,November,14,47,6171,5696.655230344967,474.344769655033
2023,November,14,48,5977,5542.017098403396,434.982901596604
2023,November,15,1,5795,5369.7862370813655,425.213762918635
2023,November,15,2,5673,5269.779822639136,403.220177360864
2023,November,15,3,5633,5245.176880387975,387.823119612025
2023,November,15,4,5593,5216.227235338723,376.772764661277
2023,November,15,5,5564,5195.7600969477135,368.239903052287
2023,November,15,6,5520,5157.797200795596,362.202799204404
2023,November,15,7,5484,5125.746363386767,358.253636613233
2023,November,15,8,5463,5107.692895711341,355.307104288659
2023,November,15,9,5454,5098.446250319088,355.553749680912
2023,November,15,10,5472,5114.71927648244,357.28072351756
2023,November,15,11,5558,5188.763908964693,369.23609103530697
2023,November,15,12,5723,5336.712609620562,386.287390379438
2023,November,15,13,5925,5509.634250974632,415.365749025368
2023,November,15,14,6093,5658.986006451093,434.01399354890697
2023,November,15,15,6259,5816.448797725973,442.551202274027
2023,November,15,16,6456,6011.1752987482705,444.82470125172995
2023,November,15,17,6616,6162.875528080911,453.124471919089
2023,November,15,18,6712,6248.100167420722,463.899832579278
2023,November,15,19,6760,6283.007950644245,476.992049355755
2023,November,15,20,6761,6277.529308073067,483.470691926933
2023,November,15,21,6737,6242.153389756247,494.846610243753
2023,November,15,22,6751,6250.657665774262,500.342334225738
2023,November,15,23,6773,6268.747726998143,504.25227300185696
2023,November,15,24,6761,6258.360735127974,502.639264872026
2023,November,15,25,6747,6248.850051840823,498.149948159177
2023,November,15,26,6754,6258.628928011159,495.371071988841
2023,November,15,27,6847,6348.732394648505,498.267605351495
2023,November,15,28,6959,6458.206734429557,500.793265570443
2023,November,15,29,7021,6515.270092340466,505.72990765953404
2023,November,15,30,6998,6493.606994458235,504.39300554176504
2023,November,15,31,6962,6457.4052882697815,504.594711730218
2023,November,15,32,6957,6452.12108664473,504.87891335527
2023,November,15,33,6995,6486.764770923872,508.235229076128
2023,November,15,34,7054,6541.9249276137525,512.0750723862479
2023,November,15,35,7168,6650.931274165573,517.068725834427
2023,November,15,36,7125,6604.666447423212,520.333552576788
2023,November,15,37,7065,6542.343001053213,522.656998946787
2023,November,15,38,7051,6514.000487855156,536.9995121448441
2023,November,15,39,7016,6459.785293871169,556.214706128831
2023,November,15,40,6983,6424.978880147368,558.0211198526321
2023,November,15,41,6934,6376.395470959327,557.604529040673
2023,November,15,42,6876,6321.728611562715,554.2713884372849
2023,November,15,43,6783,6232.369841550614,550.630158449386
2023,November,15,44,6641,6100.975123073803,540.024876926197
2023,November,15,45,6486,5963.266810813527,522.733189186473
2023,November,15,46,6347,5846.076990829113,500.923009170887
2023,November,15,47,6260,5785.655230344967,474.344769655033
2023,November,15,48,6172,5737.017098403396,434.982901596604
2023,November,16,1,5997,5571.7862370813655,425.213762918635
2023,November,16,2,5763,5359.779822639136,403.220177360864
2023,November,16,3,5633,5245.176880387975,387.823119612025
2023,November,16,4,5580,5203.227235338723,376.772764661277
2023,November,16,5,5540,5171.7600969477135,368.239903052287
2023,November,16,6,5534,5171.797200795596,362.202799204404
2023,November,16,7,5519,5160.746363386767,358.253636613233
2023,November,16,8,5496,5140.692895711341,355.307104288659
2023,November,16,9,5476,5120.446250319088,355.553749680912
2023,November,16,10,5511,5153.71927648244,357.28072351756
2023,November,16,11,5605,5235.763908964693,369.23609103530697
2023,November,16,12,5772,5385.712609620562,386.287390379438
2023,November,16,13,5969,5553.634250974632,415.365749025368
2023,November,16,14,6138,5703.986006451093,434.01399354890697
2023,November,16,15,6299,5856.448797725973,442.551202274027
2023,November,16,16,6497,6052.1752987482705,444.82470125172995
2023,November,16,17,6662,6208.875528080911,453.124471919089
2023,November,16,18,6749,6285.100167420722,463.899832579278
2023,November,16,19,6788,6311.007950644245,476.992049355755
2023,November,16,20,6791,6307.529308073067,483.470691926933
2023,November,16,21,6786,6291.153389756247,494.846610243753
2023,November,16,22,6795,6294.657665774262,500.342334225738
2023,November,16,23,6797,6292.747726998143,504.25227300185696
2023,November,16,24,6784,6281.360735127974,502.639264872026
2023,November,16,25,6756,6257.850051840823,498.149948159177
2023,November,16,26,6746,6250.628928011159,495.371071988841
2023,November,16,27,6858,6359.732394648505,498.267605351495
2023,November,16,28,7072,6571.206734429557,500.793265570443
2023,November,16,29,7165,6659.270092340466,505.72990765953404
2023,November,16,30,7127,6622.606994458235,504.39300554176504
2023,November,16,31,7152,6647.4052882697815,504.594711730218
2023,November,16,32,7210,6705.12108664473,504.87891335527
2023,November,16,33,7204,6695.764770923872,508.235229076128
2023,November,16,34,7139,6626.9249276137525,512.0750723862479
2023,November,16,35,7054,6536.931274165573,517.068725834427
2023,November,16,36,6973,6452.666447423212,520.333552576788
2023,November,16,37,6971,6448.343001053213,522.656998946787
2023,November,16,38,6995,6458.000487855156,536.9995121448441
2023,November,16,39,6961,6404.785293871169,556.214706128831
2023,November,16,40,6901,6342.978880147368,558.0211198526321
2023,November,16,41,6850,6292.395470959327,557.604529040673
2023,November,16,42,6791,6236.728611562715,554.2713884372849
2023,November,16,43,6706,6155.369841550614,550.630158449386
2023,November,16,44,6556,6015.975123073803,540.024876926197
2023,November,16,45,6401,5878.266810813527,522.733189186473
2023,November,16,46,6256,5755.076990829113,500.923009170887
2023,November,16,47,6120,5645.655230344967,474.344769655033
2023,November,16,48,5957,5522.017098403396,434.982901596604
2023,November,17,1,5805,5379.7862370813655,425.213762918635
2023,November,17,2,5698,5294.779822639136,403.220177360864
2023,November,17,3,5623,5235.176880387975,387.823119612025
2023,November,17,4,5581,5204.227235338723,376.772764661277
2023,November,17,5,5550,5181.7600969477135,368.239903052287
2023,November,17,6,5503,5140.797200795596,362.202799204404
2023,November,17,7,5452,5093.746363386767,358.253636613233
2023,November,17,8,5446,5090.692895711341,355.307104288659
2023,November,17,9,5448,5092.446250319088,355.553749680912
2023,November,17,10,5491,5133.71927648244,357.28072351756
2023,November,17,11,5576,5206.763908964693,369.23609103530697
2023,November,17,12,5720,5333.712609620562,386.287390379438
2023,November,17,13,5918,5502.634250974632,415.365749025368
2023,November,17,14,6085,5650.986006451093,434.01399354890697
2023,November,17,15,6237,5794.448797725973,442.551202274027
2023,November,17,16,6436,5991.1752987482705,444.82470125172995
2023,November,17,17,6612,6158.875528080911,453.124471919089
2023,November,17,18,6690,6226.100167420722,463.899832579278
2023,November,17,19,6726,6249.007950644245,476.992049355755
2023,November,17,20,6780,6296.529308073067,483.470691926933
2023,November,17,21,6830,6335.153389756247,494.846610243753
2023,November,17,22,6842,6341.657665774262,500.342334225738
2023,November,17,23,6871,6366.747726998143,504.25227300185696
2023,November,17,24,6864,6361.360735127974,502.639264872026
2023,November,17,25,6786,6287.850051840823,498.149948159177
2023,November,17,26,6761,6265.628928011159,495.371071988841
2023,November,17,27,6871,6372.732394648505,498.267605351495
2023,November,17,28,7040,6539.206734429557,500.793265570443
2023,November,17,29,7161,6655.270092340466,505.72990765953404
2023,November,17,30,7102,6597.606994458235,504.39300554176504
2023,November,17,31,7124,6619.4052882697815,504.594711730218
2023,November,17,32,7149,6644.12108664473,504.87891335527
2023,November,17,33,7118,6609.764770923872,508.235229076128
2023,November,17,34,7069,6556.9249276137525,512.0750723862479
2023,November,17,35,6994,6476.931274165573,517.068725834427
2023,November,17,36,6907,6386.666447423212,520.333552576788
2023,November,17,37,6895,6372.343001053213,522.656998946787
2023,November,17,38,6933,6396.000487855156,536.9995121448441
2023,November,17,39,6920,6363.785293871169,556.214706128831
2023,November,17,40,6891,6332.978880147368,558.0211198526321
2023,November,17,41,6841,6283.395470959327,557.604529040673
2023,November,17,42,6791,6236.728611562715,554.2713884372849
2023,November,17,43,6709,6158.369841550614,550.630158449386
2023,November,17,44,6558,6017.975123073803,540.024876926197
2023,November,17,45,6396,5873.266810813527,522.733189186473
2023,November,17,46,6259,5758.076990829113,500.923009170887
2023,November,17,47,6128,5653.655230344967,474.344769655033
2023,November,17,48,6057,5622.017098403396,434.982901596604
2023,November,18,1,6018,5562.546543168269,455.45345683173105
2023,November,18,2,5942,5506.172675255817,435.827324744183
2023,November,18,3,5786,5365.75492449396,420.24507550604
2023,November,18,4,5696,5289.600362762648,406.399637237352
2023,November,18,5,5660,5264.708083062657,395.29191693734305
2023,November,18,6,5616,5229.607056789106,386.39294321089403
2023,November,18,7,5561,5181.346786093946,379.65321390605396
2023,November,18,8,5534,5159.622596762757,374.377403237243
2023,November,18,9,5483,5111.383271313988,371.616728686012
2023,November,18,10,5480,5110.006851365,369.993148635
2023,November,18,11,5521,5147.752642622136,373.24735737786403
2023,November,18,12,5600,5224.430147798697,375.569852201303
2023,November,18,13,5679,5295.603569809531,383.396430190469
2023,November,18,14,5747,5355.422102454054,391.57789754594603
2023,November,18,15,5806,5401.416810440304,404.583189559696
2023,November,18,16,5930,5512.566426858952,417.43357314104804
2023,November,18,17,6054,5614.155628974746,439.844371025254
2023,November,18,18,6137,5678.882189264108,458.11781073589196
